ID	Taxonomy	16S-Behnsen-MY-1	16S-Behnsen-MY-10	16S-Behnsen-MY-11	16S-Behnsen-MY-12	16S-Behnsen-MY-13	16S-Behnsen-MY-14	16S-Behnsen-MY-15	16S-Behnsen-MY-16	16S-Behnsen-MY-17	16S-Behnsen-MY-18	16S-Behnsen-MY-19	16S-Behnsen-MY-2	16S-Behnsen-MY-20	16S-Behnsen-MY-21	16S-Behnsen-MY-22	16S-Behnsen-MY-23	16S-Behnsen-MY-24	16S-Behnsen-MY-25	16S-Behnsen-MY-26	16S-Behnsen-MY-27	16S-Behnsen-MY-28	16S-Behnsen-MY-29	16S-Behnsen-MY-3	16S-Behnsen-MY-30	16S-Behnsen-MY-31	16S-Behnsen-MY-32	16S-Behnsen-MY-33	16S-Behnsen-MY-34	16S-Behnsen-MY-35	16S-Behnsen-MY-36	16S-Behnsen-MY-37	16S-Behnsen-MY-38	16S-Behnsen-MY-39	16S-Behnsen-MY-4	16S-Behnsen-MY-40	16S-Behnsen-MY-41	16S-Behnsen-MY-42	16S-Behnsen-MY-43	16S-Behnsen-MY-44	16S-Behnsen-MY-45	16S-Behnsen-MY-46	16S-Behnsen-MY-47	16S-Behnsen-MY-48	16S-Behnsen-MY-49	16S-Behnsen-MY-5	16S-Behnsen-MY-50	16S-Behnsen-MY-51	16S-Behnsen-MY-52	16S-Behnsen-MY-53	16S-Behnsen-MY-54	16S-Behnsen-MY-55	16S-Behnsen-MY-56	16S-Behnsen-MY-57	16S-Behnsen-MY-58	16S-Behnsen-MY-59	16S-Behnsen-MY-6	16S-Behnsen-MY-60	16S-Behnsen-MY-61	16S-Behnsen-MY-62	16S-Behnsen-MY-63	16S-Behnsen-MY-64	16S-Behnsen-MY-65	16S-Behnsen-MY-66	16S-Behnsen-MY-67	16S-Behnsen-MY-68	16S-Behnsen-MY-69	16S-Behnsen-MY-7	16S-Behnsen-MY-8	16S-Behnsen-MY-9	16S-Negative-Control-sample2	16S-Negative-Ctrl-2-Underhill	16S-Positive-Ctrl-2-Underhill
ASV 468	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Clostridia UCG-014 ; o__ Clostridia UCG-014 ; o__ Clostridia UCG-014 ; s__ NA	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0
ASV 469	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Peptostreptococcales-Tissierellales ; f__ Peptostreptococcaceae ; g__ Romboutsia ; s__ NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	8	0	0	0	0	6	0	22	0	0	0	0	0	0	0	16	2	29	6	0	0	0	0	0	0	0
ASV 470	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Lachnospirales ; f__ Lachnospiraceae ; g__ Tyzzerella ; s__ NA	3	19	9	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	5	1	7	0	0	0
ASV 471	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Lachnospirales ; f__ Lachnospiraceae ; g__ Lachnoclostridium ; s__ NA	0	3	0	5	0	4	1	9	0	0	2	2	0	1	5	1	0	4	5	1	1	1	2	0	0	0	0	0	0	2	2	1	0	0	5	1	7	20	4	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
ASV 472	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Lachnospirales ; f__ Lachnospiraceae ; g__ Lachnospiraceae NK4A136 group ; s__ NA	0	30	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	12	2	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	2	24	0	0	0
ASV 473	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Lachnospirales ; f__ Lachnospiraceae ; f__ Lachnospiraceae ; s__ NA	0	1	0	0	0	0	0	0	0	0	0	0	0	0	17	2	7	5	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	7	8	1	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ASV 474	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Clostridiales ; f__ Clostridiaceae ; g__ Clostridium sensu stricto 1 ; s__ NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	1	0	1	0	0	0	0	1	12	0	0	55	1	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 475	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Lachnospirales ; f__ Lachnospiraceae ; g__ Blautia ; s__ NA	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	35	12	2	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	3	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
ASV 476	k__Bacteria ; p__ Firmicutes ; c__ Bacilli ; o__ Lactobacillales ; f__ Lactobacillaceae ; g__ Lactobacillus ; s__ NA	0	1	5	0	1	1	2	2	2	3	5	1	2	1	1	1	3	2	1	0	0	0	9	1	0	0	1	0	3	1	2	3	3	0	0	1	0	0	0	0	0	0	2	0	2	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	5	1	1	0	7	7	5	0	0	0
ASV 477	k__Bacteria ; p__ Bacteroidota ; c__ Bacteroidia ; o__ Bacteroidales ; f__ Muribaculaceae ; f__ Muribaculaceae ; s__ NA	0	0	0	11	2	2	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	3	15	10	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 478	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Lachnospirales ; f__ Lachnospiraceae ; f__ Lachnospiraceae ; s__ NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	1	1	4	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	6	11	2	7	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
ASV 479	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Peptostreptococcales-Tissierellales ; f__ Peptostreptococcaceae ; g__ Romboutsia ; s__ NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	5	6	4	0	4	9	4	5	12	0	0	0	0	0	0	3	3	3	1	3	1	1	1	0	0	0	0	0	0	1	3	0	0	0	12	7	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 480	k__Bacteria ; p__ Firmicutes ; c__ Bacilli ; o__ Bacillales ; f__ Bacillaceae ; g__ Bacillus ; s__ NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93
ASV 481	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Oscillospirales ; f__ Oscillospiraceae ; f__ Oscillospiraceae ; s__ NA	1	23	5	1	0	0	2	0	2	0	0	0	0	0	2	1	2	7	7	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	2	5	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	1	10	0	0	0
ASV 482	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Oscillospirales ; f__ Oscillospiraceae ; g__ Oscillibacter ; s__ NA	1	0	0	0	0	0	0	0	1	3	1	3	0	3	1	0	0	2	0	0	1	0	0	1	1	2	2	0	0	0	4	0	8	0	3	6	9	4	17	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0
ASV 483	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Lachnospirales ; f__ Lachnospiraceae ; g__ Lachnoclostridium ; s__ NA	9	0	0	0	0	0	0	1	1	0	2	6	0	1	1	0	0	0	1	19	17	18	3	0	1	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ASV 484	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Lachnospirales ; f__ Lachnospiraceae ; f__ Lachnospiraceae ; s__ NA	0	7	3	0	0	0	0	0	0	1	0	11	0	0	0	0	0	0	0	0	1	1	3	0	0	0	0	0	0	0	2	0	2	11	0	15	8	2	3	0	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	2	4	5	0	0	0
ASV 485	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Clostridia UCG-014 ; o__ Clostridia UCG-014 ; o__ Clostridia UCG-014 ; s__ NA	0	0	0	0	0	0	0	0	3	0	44	0	1	0	0	0	0	0	0	0	0	0	0	0	6	0	0	1	27	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 486	k__Bacteria ; p__ Firmicutes ; c__ Bacilli ; o__ Erysipelotrichales ; f__ Erysipelotrichaceae ; g__ Turicibacter ; s__ NA	1	1	0	0	0	0	0	0	2	0	0	5	0	0	0	1	0	0	0	0	0	0	15	0	0	1	0	0	0	0	0	2	0	1	12	9	2	0	0	0	0	0	8	0	14	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 487	k__Bacteria ; p__ Actinobacteriota ; c__ Coriobacteriia ; o__ Coriobacteriales ; f__ Eggerthellaceae ; g__ Enterorhabdus ; s__ NA	0	11	17	0	0	0	0	0	0	0	0	0	0	0	2	4	2	1	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	13	10	21	0	0	0
ASV 488	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Peptostreptococcales-Tissierellales ; f__ Peptostreptococcaceae ; f__ Peptostreptococcaceae ; s__ NA	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	2	2	0	2	3	5	3	0	10	12	11	4	10	0	0	0	0	0	1	9	0	2	1	2	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 489	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Lachnospirales ; f__ Lachnospiraceae ; f__ Lachnospiraceae ; s__ NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	12	23	40	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 490	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Lachnospirales ; f__ Lachnospiraceae ; f__ Lachnospiraceae ; s__ NA	5	7	9	0	0	0	0	0	0	0	0	33	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	7	3	16	0	0	0
ASV 491	k__Bacteria ; p__ Bacteroidota ; c__ Bacteroidia ; o__ Bacteroidales ; f__ Muribaculaceae ; f__ Muribaculaceae ; s__ NA	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	4	5	2	0	0	0	0	0	0	0	0	0	0	0	8	5	17	6	27	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 492	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Lachnospirales ; f__ Lachnospiraceae ; f__ Lachnospiraceae ; s__ NA	10	5	2	0	0	0	0	0	1	0	0	9	1	0	7	5	3	16	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	2	4	2	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	1	0	0	0
ASV 493	k__Bacteria ; p__ Firmicutes ; c__ Bacilli ; o__ Erysipelotrichales ; f__ Erysipelotrichaceae ; g__ Turicibacter ; s__ NA	0	4	6	2	0	3	2	2	2	2	3	2	5	3	1	2	1	2	3	0	0	0	2	1	2	0	1	0	3	7	1	6	4	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	1	1	2	0	2	4	2	0	0	0
ASV 494	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Lachnospirales ; f__ Lachnospiraceae ; f__ Lachnospiraceae ; s__ NA	0	0	1	3	1	17	1	4	1	0	4	1	0	0	0	0	0	0	0	7	4	5	0	3	4	3	14	10	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 495	k__NA ; p__ NA ; c__ NA ; o__ NA ; f__ NA ; g__ NA ; s__ NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	44	41	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0
ASV 496	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Lachnospirales ; f__ Lachnospiraceae ; g__ Blautia ; s__ NA	14	0	0	0	0	6	1	1	0	0	0	5	0	0	0	0	0	0	0	0	0	0	2	13	0	24	1	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 497	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Lachnospirales ; f__ Lachnospiraceae ; g__ Lachnoclostridium ; s__ NA	0	1	1	0	0	0	0	0	0	0	0	0	1	0	7	5	3	38	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	6	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	5	0	0	0
ASV 498	k__Bacteria ; p__ Firmicutes ; c__ Bacilli ; o__ Erysipelotrichales ; f__ Erysipelotrichaceae ; g__ Turicibacter ; s__ NA	0	0	0	6	4	5	10	5	2	0	0	3	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 499	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Clostridia UCG-014 ; o__ Clostridia UCG-014 ; o__ Clostridia UCG-014 ; s__ NA	0	0	0	0	2	0	0	0	16	2	9	1	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	8	3	4	6	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0
ASV 500	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Clostridia UCG-014 ; o__ Clostridia UCG-014 ; o__ Clostridia UCG-014 ; s__ NA	1	3	8	1	8	4	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	19	0	0	0	0	0	2	0	0	6	1	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	4	3	9	0	0	0
ASV 501	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Lachnospirales ; f__ Lachnospiraceae ; g__ A2 ; s__ NA	45	0	0	0	0	0	0	0	0	0	0	14	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	10	2	0	0	1	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 502	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Lachnospirales ; f__ Lachnospiraceae ; g__ Acetatifactor ; s__ NA	3	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	13	9	22	20	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 503	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Peptostreptococcales-Tissierellales ; f__ Peptostreptococcaceae ; g__ Romboutsia ; s__ NA	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	56	13	0	13	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 504	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Lachnospirales ; f__ Lachnospiraceae ; g__ GCA-900066575 ; s__ NA	6	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	20	6	17	4	13	0	1	9	1	0	0	0	0	1	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ASV 505	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Lachnospirales ; f__ Lachnospiraceae ; g__ Lachnospiraceae NK4A136 group ; s__ NA	0	0	1	1	0	1	0	0	6	30	33	0	3	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ASV 506	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Lachnospirales ; f__ Lachnospiraceae ; g__ Acetitomaculum ; s__ NA	0	0	0	0	0	0	0	0	1	9	24	0	15	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	4	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 507	k__Bacteria ; p__ Actinobacteriota ; c__ Coriobacteriia ; o__ Coriobacteriales ; f__ Atopobiaceae ; g__ Coriobacteriaceae UCG-002 ; s__ NA	2	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	8	6	1	2	0	0	0	0	0	0	0	0	0	0	0	6	6	5	6	0	2	14	13	2	0	2	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ASV 508	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Lachnospirales ; f__ Lachnospiraceae ; f__ Lachnospiraceae ; s__ NA	0	4	9	1	1	12	2	2	0	0	0	10	0	0	0	0	0	0	0	3	0	0	1	2	1	3	5	2	0	1	2	0	0	0	1	0	2	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	12	0	0	0
ASV 509	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Oscillospirales ; f__ Oscillospiraceae ; g__ Colidextribacter ; s__ NA	0	2	14	2	9	7	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	8	31	0	0	0
ASV 510	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Lachnospirales ; f__ Lachnospiraceae ; f__ Lachnospiraceae ; s__ NA	0	0	0	2	2	6	1	1	1	0	1	0	0	0	2	10	4	2	4	2	2	2	0	4	10	6	5	0	0	0	0	0	0	0	0	5	9	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 511	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Lachnospirales ; f__ Lachnospiraceae ; g__ Lachnospiraceae NK4A136 group ; s__ NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	1	0	14	3	6	0	0	0	0	1	0	0	0	0	0	0	0	6	10	12	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 512	k__Bacteria ; p__ Cyanobacteria ; c__ Cyanobacteriia ; o__ Chloroplast ; o__ Chloroplast ; o__ Chloroplast ; s__ NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	53	28	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
ASV 513	k__Bacteria ; p__ Actinobacteriota ; c__ Coriobacteriia ; o__ Coriobacteriales ; f__ Eggerthellaceae ; g__ Adlercreutzia ; s__ NA	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	2	0	22	29	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 514	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Lachnospirales ; f__ Lachnospiraceae ; f__ Lachnospiraceae ; s__ NA	38	0	0	0	0	0	0	0	0	1	1	7	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	3	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ASV 515	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Lachnospirales ; f__ Lachnospiraceae ; g__ Acetatifactor ; s__ NA	19	2	5	1	2	0	0	0	2	0	5	8	1	0	0	0	0	1	0	0	0	2	0	2	0	2	2	2	0	0	6	1	0	4	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0
ASV 516	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Lachnospirales ; f__ Lachnospiraceae ; g__ [Eubacterium] xylanophilum group ; s__ NA	1	19	12	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	11	21	0	0	0
ASV 517	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Lachnospirales ; f__ Lachnospiraceae ; g__ Lachnoclostridium ; s__ NA	5	0	0	0	0	0	0	1	0	0	0	18	0	0	2	0	8	12	0	0	0	0	3	0	21	0	0	6	1	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 518	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Lachnospirales ; f__ Lachnospiraceae ; f__ Lachnospiraceae ; s__ NA	0	15	15	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	1	0	2	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	21	15	0	0	0
ASV 519	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Lachnospirales ; f__ Lachnospiraceae ; g__ Lachnoclostridium ; s__ NA	0	2	1	0	0	0	0	0	0	0	0	0	0	0	9	6	1	41	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	1	0	0	0
ASV 520	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Oscillospirales ; f__ Oscillospiraceae ; g__ Colidextribacter ; s__ NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	18	37	2	24	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 521	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Oscillospirales ; f__ Oscillospiraceae ; g__ Oscillibacter ; s__ NA	54	0	0	0	0	1	0	0	0	0	0	8	0	0	1	0	0	0	1	1	0	6	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 522	k__Bacteria ; p__ Firmicutes ; c__ Bacilli ; o__ Erysipelotrichales ; f__ Erysipelotrichaceae ; g__ Turicibacter ; s__ NA	0	2	1	2	0	2	3	2	2	2	5	0	6	10	0	0	0	0	0	0	0	0	0	8	8	6	4	2	2	3	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0
ASV 523	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Lachnospirales ; f__ Lachnospiraceae ; g__ Lachnospiraceae NK4A136 group ; s__ NA	0	0	4	0	1	1	0	0	0	0	0	3	0	0	2	5	8	25	11	0	2	0	0	2	0	1	3	3	0	0	0	0	1	2	0	0	1	2	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ASV 524	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Lachnospirales ; f__ Lachnospiraceae ; f__ Lachnospiraceae ; s__ NA	35	0	1	0	0	0	0	0	2	3	2	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	3	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0
